Logic ID,Rule ID,Logic Number,P1,Col,Operand,Val,P2,And Or
1937-57,1937,57,NULL,Claimed Part Number,=,26280789,NULL,Or
1937-58,1937,58,NULL,Claimed Part Number,=,23913412,NULL,Or
1937-59,1937,59,NULL,Claimed Part Number,=,94751298,NULL,Or
1937-60,1937,60,NULL,Claimed Part Number,=,55497887,NULL,Or
1937-61,1937,61,NULL,Claimed Part Number,=,24117242,NULL,Or
1937-62,1937,62,NULL,Claimed Part Number,=,26318584,NULL,Or
1937-63,1937,63,NULL,Claimed Part Number,=,13540928,NULL,Or
1937-64,1937,64,NULL,Claimed Part Number,=,11549425,NULL,Or
1937-65,1937,65,NULL,Claimed Part Number,=,11611102,NULL,Or
1937-66,1937,66,NULL,Claimed Part Number,=,23530784,NULL,Or
1937-67,1937,67,NULL,Claimed Part Number,=,P84129223,NULL,Or
1937-68,1937,68,NULL,Claimed Part Number,=,P13545139,NULL,Or
1937-69,1937,69,NULL,Claimed Part Number,=,13546927,NULL,Or
1937-70,1937,70,NULL,Claimed Part Number,=,P13526558,NULL,Or
1937-71,1937,71,NULL,Claimed Part Number,=,26304964,NULL,Or
1937-72,1937,72,NULL,Claimed Part Number,=,P13534116,NULL,Or
1937-73,1937,73,NULL,Claimed Part Number,=,13595628,NULL,Or
1937-74,1937,74,NULL,Claimed Part Number,=,13535007,NULL,Or
1937-75,1937,75,NULL,Claimed Part Number,=,55490583,),And
1937-77,1937,77,(,Issue ID,=,0,NULL,Or
1937-78,1937,78,NULL,Issue ID,IS NULL,NULL,),And
1937-79,1937,79,NULL,Vehicle Build Date,>=,12/1/2017,NULL,NULL
1936-1,1936,1,(,Customer Category,=,Cluster Inoperable,NULL,And
1936-2,1936,2,NULL,Claim Category,=,Replaced meter,),And
1936-3,1936,3,(,Model,=,F250/350/450/550,),NULL
1934-1,1934,1,NULL,NULL,NULL,NULL,NULL,NULL
1934-2,1934,2,NULL,NULL,NULL,NULL,NULL,NULL
1933-1,1933,1,(,Model,=,Wagoneer WS,),And
1933-2,1933,2,(,Dealer Comments,LIKE,*free spin*,NULL,Or
1933-3,1933,3,NULL,Dealer Comments,LIKE,*clutch not*,NULL,Or
1933-4,1933,4,NULL,Dealer Comments,LIKE,*clutch sei*,NULL,Or
1933-5,1933,5,NULL,Dealer Comments,LIKE,*Compressor Inop*,),NULL
1931-1,1931,1,NULL,Customer,=,Honda,NULL,And
1931-2,1931,2,NULL,Model Code,=,CRV,NULL,And
1931-3,1931,3,(,Model Year,=,2021,NULL,Or
1931-4,1931,4,NULL,Model Year,=,2022,),And
1931-5,1931,5,(,Issue ID,IS NULL,NULL,NULL,Or
1931-6,1931,6,NULL,Issue ID,=,0,),And
1931-7,1931,7,NULL,Vehicle Build Date,<=,7/26/2022,NULL,NULL
1921-1,1921,1,(,Customer Category,=,Cluster reboots,NULL,Or
1921-2,1921,2,NULL,Customer Category,=,Phone issues,),And
1921-3,1921,3,NULL,Claim Category,=,S/W update - TSB 22-2129,NULL,NULL
1919-1,1919,1,NULL,Customer,=,GM,NULL,And
1919-2,1919,2,NULL,Datalink,=,FuelPressureSensorDMAX,NULL,And
1919-3,1919,3,NULL,Model Year,>=,2017,NULL,And
1919-4,1919,4,NULL,Model Year,<=,2024,NULL,And
1919-5,1919,5,(,Issue ID,=,0,NULL,Or
1919-6,1919,6,NULL,Issue ID,IS NULL,NULL,),And
1919-7,1919,7,NULL,Claim Category,LIKE,*Connector SI*,NULL,NULL
1917-1,1917,1,((,Model,=,Highlander,NULL,And
1917-2,1917,2,NULL,Model Year,>=,2020,),Or
1917-3,1917,3,(,Model,=,Sienna,NULL,And
1917-4,1917,4,NULL,Model Year,>=,2021,)),And
1917-5,1917,5,NULL,Issue ID,LIKE,*TBD*,NULL,And
1917-6,1917,6,NULL,Claimed Part Number,LIKE,88716*,NULL,And
1917-7,1917,7,(,Dealer Comments,LIKE,*hole*,NULL,Or
1917-8,1917,8,NULL,Dealer Comments,LIKE,*rust*,NULL,Or
1917-9,1917,9,NULL,Dealer Comments,LIKE,*corrosion*,NULL,Or
1917-10,1917,10,NULL,Correction Comments,LIKE,*hole*,NULL,Or
1917-11,1917,11,NULL,Correction Comments,LIKE,*rust*,NULL,Or
1917-12,1917,12,NULL,Correction Comments,LIKE,*corrosion*,),NULL
1913-1,1913,1,NULL,Customer,=,Honda,NULL,And
1913-2,1913,2,NULL,Model Code,=,PILOT,NULL,And
1913-3,1913,3,(,Model Year,=,2016,NULL,Or
1913-4,1913,4,NULL,Model Year,=,2017,NULL,Or
1913-5,1913,5,NULL,Model Year,=,2018,),And
1913-6,1913,6,(,Issue ID,=,0,NULL,Or
1913-7,1913,7,NULL,Issue ID,IS NULL,NULL,),NULL
1908-1,1908,1,(,Customer Category,=,Cluster Inoperable,NULL,Or
1908-2,1908,2,NULL,Customer Category,=,Display issues,),And
1908-3,1908,3,NULL,Claim Category,=,Replaced meter,NULL,And
1908-4,1908,4,(,Model,=,Explorer,NULL,Or
1908-5,1908,5,NULL,Model,=,Escape Hybrid,NULL,Or
1908-6,1908,6,NULL,Model,=,Corsair,),NULL
1907-1,1907,1,(,Customer Category,=,Cluster Inoperable,NULL,Or
1907-2,1907,2,NULL,Customer Category,=,Display issue- Black screen,),And
1907-3,1907,3,NULL,Claim Category,=,Replaced meter,NULL,And
1907-4,1907,4,(,Model,=,Bronco Sport,NULL,Or
1907-5,1907,5,NULL,Model,=,Bronco,),NULL
1906-1,1906,1,NULL,Customer,=,GM,NULL,And
1906-2,1906,2,NULL,Datalink,=,FuelInjectorCSS3L,NULL,And
1906-3,1906,3,NULL,Model Year,>=,2021,NULL,And
1906-4,1906,4,NULL,Model Year,<=,2023,NULL,And
1906-5,1906,5,(,Issue ID,LIKE,0,NULL,Or
1906-6,1906,6,NULL,Issue ID,LIKE,0,NULL,Or
1906-7,1906,7,NULL,Issue ID,IS NULL,NULL,),And
1906-8,1906,8,NULL,Claim Category,LIKE,*QH*,NULL,NULL
1905-1,1905,1,NULL,Customer,=,GM,NULL,And
1905-2,1905,2,NULL,Datalink,=,FuelPumpDMAX,NULL,And
1905-3,1905,3,NULL,Model Year,>=,2021,NULL,And
1905-4,1905,4,NULL,Model Year,<=,2023,NULL,And
1905-5,1905,5,(,Issue ID,LIKE,0,NULL,Or
1905-6,1905,6,NULL,Issue ID,LIKE,0,NULL,Or
1905-7,1905,7,NULL,Issue ID,IS NULL,NULL,),And
1905-9,1905,9,NULL,Claim Category,LIKE,*Metal*,NULL,NULL
1903-1,1903,1,NULL,Customer,=,Ford,NULL,And
1903-2,1903,2,(,Model Year,>=,2020,NULL,And
1903-3,1903,3,NULL,Model Year,<=,2024,),And
1903-4,1903,4,NULL,Claim Category 2,LIKE,*50845*,NULL,And
1903-5,1903,5,(,Issue ID,IS NULL,NULL,NULL,Or
1903-6,1903,6,NULL,Issue ID,=,0,),NULL
1902-1,1902,1,NULL,Customer,=,Ford,NULL,And
1902-2,1902,2,(,Model Year,>=,2020,NULL,And
1902-3,1902,3,NULL,Model Year,<=,2022,),And
1902-4,1902,4,NULL,Claim Category 2,LIKE,*50120*,NULL,And
1902-5,1902,5,(,Issue ID,IS NULL,NULL,NULL,Or
1902-6,1902,6,NULL,Issue ID,=,0,),NULL
1901-1,1901,1,((,Model,=,Compass MP,NULL,And
1901-2,1901,2,NULL,Vehicle Build Date,>,08/01/2021,),And
1901-3,1901,3,(,Customer Comments,LIKE,*not work*,NULL,Or
1901-4,1901,4,NULL,Customer Comments,LIKE,*inop*,NULL,Or
1901-5,1901,5,NULL,Customer Comments,LIKE,*short*,NULL,Or
1901-6,1901,6,NULL,Dealer Comments,LIKE,*inop*,NULL,Or
1901-7,1901,7,NULL,Dealer Comments,LIKE,*not work*,NULL,Or
1901-8,1901,8,NULL,Customer Comments,LIKE,*nois*,NULL,Or
1901-9,1901,9,NULL,Dealer Comments,LIKE,*no air*,)),NULL
1898-1,1898,1,NULL,Customer,=,GM,NULL,And
1898-2,1898,2,NULL,Datalink,=,StarterGen5,NULL,And
1898-3,1898,3,(,Issue ID,=,0,NULL,Or
1898-4,1898,4,NULL,Issue ID,=,416,NULL,Or
1898-5,1898,5,NULL,Issue ID,IS NULL,NULL,),And
1898-6,1898,6,NULL,Model Year,>=,2021,NULL,And
1898-7,1898,7,NULL,Model Year,<=,2022,NULL,And
1898-8,1898,8,NULL,Claim Category,LIKE,*Loose Nut*,NULL,NULL
1897-1,1897,1,NULL,Customer,=,Honda,NULL,And
1897-2,1897,2,NULL,Product Description,=,Infotainment Control Unit,NULL,And
1897-3,1897,3,NULL,Customer Category,LIKE,*Clock Reset*,NULL,NULL
1895-1,1895,1,((,Model,=,Ram DT,NULL,And
1895-2,1895,2,NULL,Engine Desc,=,ESD: 6.2L Supercharged HEMI V8 SRT Engine,),And
1895-3,1895,3,(,Dealer Comments,LIKE,*tube dam*,NULL,Or
1895-4,1895,4,NULL,Dealer Comments,LIKE,*tube cra*,NULL,Or
1895-5,1895,5,NULL,Dealer Comments,LIKE,*leak*,NULL,Or
1895-6,1895,6,NULL,Dealer Comments,LIKE,*tube br*,)),NULL
1889-1,1889,1,NULL,Model Year,=,2022,NULL,And
1889-2,1889,2,NULL,model,=,Tundra,NULL,And
1889-3,1889,3,(,Customer Comments,LIKE,*P059A71*,NULL,Or
1889-4,1889,4,NULL,Customer Comments,LIKE,*011-22*,NULL,Or
1889-5,1889,5,NULL,Customer Comments,LIKE,*TCI-5510*,NULL,Or
1889-6,1889,6,NULL,Dealer Comments,LIKE,*P059A71*,NULL,Or
1889-7,1889,7,NULL,Dealer Comments,LIKE,*011-22*,NULL,Or
1889-8,1889,8,NULL,Dealer Comments,LIKE,*800269*,NULL,Or
1889-9,1889,9,NULL,Dealer Comments,LIKE,*TCI-5510*,NULL,Or
1889-10,1889,10,NULL,Correction Comments,LIKE,*P059A71*,NULL,Or
1889-11,1889,11,NULL,Correction Comments,LIKE,*011-22*,NULL,Or
1889-12,1889,12,NULL,Correction Comments,LIKE,*800269*,NULL,Or
1889-13,1889,13,NULL,Correction Comments,LIKE,*TCI-5510*,NULL,Or
1889-14,1889,14,NULL,Labor Code,LIKE,*800269*,),And
1889-15,1889,15,NULL,Vehicle Build Date,<=,3/31/2022,NULL,NULL
1886-1,1886,1,NULL,Model,=,NULL,NULL,NULL
1884-1,1884,1,NULL,Customer,=,Ford,NULL,And
1884-2,1884,2,(,Model Year,>=,2020,NULL,And
1884-3,1884,3,NULL,Model Year,<=,2022,),And
1884-4,1884,4,NULL,Claim Category 2,LIKE,*50077*,NULL,And
1884-5,1884,5,(,Issue ID,IS NULL,NULL,NULL,Or
1884-6,1884,6,NULL,Issue ID,=,0,),NULL
1883-1,1883,1,NULL,Customer,=,Ford,NULL,And
1883-2,1883,2,(,Model Year,>=,2020,NULL,And
1883-3,1883,3,NULL,Model Year,<=,2024,),And
1883-4,1883,4,NULL,Claim Category 2,LIKE,*50845*,NULL,And
1883-5,1883,5,(,Issue ID,IS NULL,NULL,NULL,Or
1883-6,1883,6,NULL,Issue ID,=,0,),NULL
1876-1,1876,1,(,Customer,=,Toyota,NULL,And
1876-2,1876,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1876-3,1876,3,NULL,Model Year,=,2022,),And
1876-4,1876,4,(,Model,=,NULL,NULL,NULL
1875-0,1875,0,NULL,Product Description,=,Airbag ECU,NULL,And
1875-1,1875,1,NULL,Model Year,=,2022,NULL,And
1875-2,1875,2,NULL,model,=,Tundra,NULL,And
1875-3,1875,3,(,Labor Code,=,EL9070,NULL,Or
1875-4,1875,4,NULL,Dealer Comments,LIKE,*57-22*,NULL,Or
1875-5,1875,5,NULL,Dealer Comments,LIKE,*B002011*,NULL,Or
1875-6,1875,6,NULL,Dealer Comments,LIKE,*B002012*,NULL,Or
1875-7,1875,7,NULL,Dealer Comments,LIKE,*B002811*,NULL,Or
1875-8,1875,8,NULL,Dealer Comments,LIKE,*B002812*,NULL,Or
1875-10,1875,10,NULL,Dealer Comments,LIKE,*B007011*,NULL,Or
1875-11,1875,11,NULL,Dealer Comments,LIKE,*B007012*,NULL,Or
1875-12,1875,12,NULL,Dealer Comments,LIKE,*B007212*,NULL,Or
1875-13,1875,13,NULL,Dealer Comments,LIKE,*B007311*,NULL,Or
1875-14,1875,14,NULL,Dealer Comments,LIKE,*B007312*,NULL,Or
1875-15,1875,15,NULL,Dealer Comments,LIKE,*B007512*,NULL,Or
1875-16,1875,16,NULL,Dealer Comments,LIKE,*charger*,NULL,Or
1875-17,1875,17,NULL,Dealer Comments,LIKE,*wireless*,NULL,Or
1875-18,1875,18,NULL,Dealer Comments,LIKE,*Qi*,),NULL
1874-1,1874,1,NULL,Model,=,Tundra,NULL,And
1874-2,1874,2,NULL,Model Year,=,2022,NULL,And
1874-3,1874,3,NULL,Issue ID,LIKE,*TBD*,NULL,And
1874-4,1874,4,(,Customer Comments,LIKE,*fuel gauge*,NULL,Or
1874-5,1874,5,NULL,Customer Comments,LIKE,*fuel gage*,NULL,Or
1874-6,1874,6,NULL,Customer Comments,LIKE,*gas gage*,NULL,Or
1874-7,1874,7,NULL,Customer Comments,LIKE,*gas gauge*,NULL,Or
1874-8,1874,8,NULL,Customer Comments,LIKE,*fuel level*,),And
1874-9,1874,9,(,Claimed Part Number,LIKE,83800*,NULL,Or
1874-10,1874,10,NULL,Claimed Part Number,LIKE,83320*,),NULL
1870-1,1870,1,NULL,Customer,=,Ford,NULL,And
1870-2,1870,2,NULL,Model,=,Explorer,NULL,NULL
1867-1,1867,1,(,Customer,=,Toyota,NULL,And
1867-2,1867,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1867-3,1867,3,NULL,Model,=,Tundra,NULL,And
1867-4,1867,4,NULL,Model Year,=,2022,),And
1867-5,1867,5,(,Complaint Code,=,66,NULL,Or
1867-6,1867,6,NULL,Complaint Code,=,64,),And
1867-7,1867,7,(,Vehicle Build Date,>,2/4/2022,NULL,And
1867-8,1867,8,NULL,Vehicle Build Date,<,2/26/2022,),NULL
1865-1,1865,1,((,Model Year,>=,2018,NULL,And
1865-2,1865,2,NULL,Model Year,<=,2019,NULL,And
1865-3,1865,3,NULL,model,=,Camry,),Or
1865-4,1865,4,(,Model Year,>=,2019,NULL,And
1865-5,1865,5,NULL,Model Year,<=,2021,NULL,And
1865-6,1865,6,NULL,model,=,Rav4,),Or
1865-7,1865,7,(,Model Year,=,2019,NULL,And
1865-8,1865,8,(,model,=,Avalon,NULL,Or
1865-9,1865,9,NULL,model,=,ES,))),And
1865-10,1865,10,(,Customer Comments,LIKE,*019064*,NULL,Or
1865-11,1865,11,NULL,Dealer Comments,LIKE,*019064*,NULL,Or
1865-12,1865,12,NULL,Correction Comments,LIKE,*019064*,NULL,Or
1865-13,1865,13,NULL,Dealer Comments,LIKE,*047-22*,NULL,Or
1865-14,1865,14,NULL,Correction Comments,LIKE,*047-22*,NULL,Or
1865-15,1865,15,NULL,Dealer Comments,LIKE,*EG1918*,NULL,Or
1865-16,1865,16,NULL,Correction Comments,LIKE,*EG1918*,NULL,Or
1865-17,1865,17,NULL,Labor Code,LIKE,*EG1918*,),NULL
1863-1,1863,1,((,Model Platform,=,WS,),And
1863-2,1863,2,(,Customer Comments,LIKE,*nois*,NULL,Or
1863-3,1863,3,NULL,Customer Comments,LIKE,*click*,NULL,Or
1863-4,1863,4,NULL,Dealer Comments,LIKE,*nois*,NULL,Or
1863-5,1863,5,NULL,Dealer Comments,LIKE,*click*,)),NULL
1861-1,1861,1,NULL,Customer,=,Ford,NULL,And
1861-2,1861,2,(,Model Year,=,2021,NULL,Or
1861-3,1861,3,NULL,Model Year,=,2022,),And
1861-4,1861,4,NULL,Claim Category,=,Insufficient Charge,NULL,And
1861-5,1861,5,NULL,Claim Category 2,=,No Compressor Replaced,NULL,NULL
1858-1,1858,1,NULL,Customer,=,Ford,NULL,And
1858-2,1858,2,NULL,Model,=,F150,NULL,And
1858-3,1858,3,NULL,Claim Category,=,Noise - SSM 50445 (DCV),NULL,And
1858-4,1858,4,NULL,Vehicle Build Date,<=,2-1-2021,NULL,NULL
1857-1,1857,1,NULL,Customer,=,Ford,NULL,And
1857-2,1857,2,NULL,Model Year,=,2021,NULL,And
1857-3,1857,3,NULL,Model,=,Explorer,NULL,And
1857-4,1857,4,NULL,Engine,=,C/RAX,NULL,And
1857-5,1857,5,NULL,Claim Category,=,Seized,NULL,NULL
1856-1,1856,1,NULL,Customer,=,Ford,NULL,And
1856-2,1856,2,NULL,Model,=,Ranger,NULL,And
1856-3,1856,3,NULL,Vehicle Build Date,<,9/1/2021,NULL,And
1856-4,1856,4,(,Claim Category,=,Seized,NULL,Or
1856-5,1856,5,NULL,Claim Category,=,INOP/Internal Failure,NULL,Or
1856-6,1856,6,NULL,Claim Category,=,Clutch Seized/Damaged,NULL,Or
1856-7,1856,7,NULL,Claim Category,=,Noise,NULL,Or
1856-8,1856,8,NULL,Claim Category,=,Unclear Dealer Comment,NULL,Or
1856-9,1856,9,NULL,Claim Category,=,Clutch Inop,),NULL
1855-1,1855,1,NULL,Customer,=,Ford,NULL,And
1855-2,1855,2,NULL,Model,=,Explorer,NULL,And
1855-3,1855,3,NULL,Claim Category,=,Wiring Harness Contacting Rotor,NULL,NULL
1854-1,1854,1,NULL,Customer,=,GM,NULL,And
1854-2,1854,2,NULL,Datalink,=,FuelInjectorCSS3L,NULL,And
1854-3,1854,3,NULL,Model Year,>,2019,NULL,And
1854-4,1854,4,NULL,Model Year,<=,2023,NULL,And
1854-5,1854,5,(,Issue ID,IS NULL,NULL,NULL,Or
1854-6,1854,6,NULL,Issue ID,=,0,NULL,Or
1854-7,1854,7,NULL,Issue ID,=,0,),And
1854-8,1854,8,((,Customer Comments,LIKE,*P0216*,NULL,Or
1854-9,1854,9,NULL,Dealer Comments,LIKE,*P0216*,NULL,Or
1854-10,1854,10,NULL,Correction Comments,LIKE,*P0216*,),Or
1854-11,1854,11,(,Customer Comments,LIKE,*P2150*,NULL,Or
1854-12,1854,12,NULL,Dealer Comments,LIKE,*P2150*,NULL,Or
1854-13,1854,13,NULL,Correction Comments,LIKE,*P2150*,)),NULL
1853-1,1853,1,(,Customer Category,=,Check Engine Light,NULL,Or
1853-2,1853,2,NULL,Customer Category,=,DTC identified in Ford Pass,),Or
1853-3,1853,3,NULL,Claim Category,=,S/W update - SSM 50694,NULL,NULL
1852-1,1852,1,NULL,Product Description,=,NULL,NULL,Or
1852-2,1852,2,NULL,Customer,=,GM,NULL,And
1852-3,1852,3,(,Datalink,LIKE,FuelRailDMAX,NULL,Or
1852-4,1852,4,NULL,Datalink,LIKE,FuelPressureSensorDMAX,),And
1852-5,1852,5,NULL,Model Year,>=,2020,NULL,And
1852-6,1852,6,NULL,Model Year,<,2026,NULL,And
1852-7,1852,7,(,Claim Category,LIKE,P1089,NULL,Or
1852-8,1852,8,NULL,Claim Category,LIKE,P0191,NULL,Or
1852-9,1852,9,NULL,Claim Category,LIKE,PRV.Pref,NULL,Or
1852-10,1852,10,NULL,Claim Category,LIKE,SCV.Pref,NULL,Or
1852-11,1852,11,NULL,Claim Category,LIKE,P0087,NULL,Or
1852-12,1852,12,NULL,Claim Category,LIKE,P228A/B,),NULL
1851-1,1851,1,(,Customer Category,=,Preferences - not saving,NULL,And
1851-2,1851,2,NULL,Claim Category,=,S/W update,NULL,Or
1851-3,1851,3,NULL,Claim Category,=,S/W update- TSB 22-2186,),And
1851-4,1851,4,(,Model,=,F150,),NULL
1850-1,1850,1,NULL,Customer,=,GM,NULL,And
1850-2,1850,2,NULL,Model Year,>=,2021,NULL,And
1850-3,1850,3,NULL,Product Description,=,O2 Sensor,NULL,And
1850-4,1850,4,(,Engine Family,=,GEN 5+,NULL,Or
1850-5,1850,5,NULL,Engine Family,=,GEN 5,NULL,Or
1850-6,1850,6,NULL,Engine Family,=,CSS675T,),And
1850-7,1850,7,(,Engine,=,L84,NULL,Or
1850-8,1850,8,NULL,Engine,=,L87,NULL,Or
1850-9,1850,9,NULL,Engine,=,L8T,NULL,Or
1850-10,1850,10,NULL,Engine,=,L82,NULL,Or
1850-11,1850,11,NULL,Engine,=,LCV,NULL,Or
1850-12,1850,12,NULL,Engine,=,L3B,),And
1850-13,1850,13,NULL,Claim Category,=,DTC P0132,NULL,NULL
1849-1,1849,1,NULL,Model Year,>=,2019,NULL,And
1849-2,1849,2,NULL,model,=,Ram HD,NULL,And
1849-3,1849,3,NULL,Product Description,=,Starter,NULL,And
1849-4,1849,4,(,Engine,=,ETK,NULL,Or
1849-5,1849,5,NULL,Engine,=,ETL,NULL,Or
1849-6,1849,6,NULL,Engine,=,ETM,NULL,Or
1849-7,1849,7,NULL,Engine,=,ETN,),And
1849-8,1849,8,NULL,Vehicle Build Date,>=,4/14/2021,NULL,And
1849-9,1849,9,NULL,Vehicle Build Date,<=,7/21/2022,NULL,NULL
1846-1,1846,1,NULL,Model Year,>=,2021,NULL,And
1846-2,1846,2,(,Model Platform,=,WK,NULL,Or
1846-3,1846,3,NULL,Model Platform,=,WD,NULL,Or
1846-4,1846,4,NULL,Model Platform,=,WL,),And
1846-5,1846,5,NULL,Product Description,=,Alternator,NULL,And
1846-6,1846,6,(,Customer Comments,LIKE,*noise*,NULL,Or
1846-7,1846,7,NULL,Customer Comments,LIKE,*noisy*,NULL,Or
1846-8,1846,8,NULL,Failure Code Desc,LIKE,*noise*,NULL,Or
1846-9,1846,9,NULL,Failure Code Desc,LIKE,*noisy*,),NULL
1844-1,1844,1,NULL,Customer,=,Toyota,NULL,And
1844-2,1844,2,NULL,Model Year,=,2022,NULL,And
1844-3,1844,3,(,Model,=,Tundra,NULL,Or
1844-4,1844,4,NULL,Model,=,Tacoma,NULL,Or
1844-5,1844,5,NULL,Model,=,RX,NULL,Or
1844-6,1844,6,NULL,Model,=,ES,NULL,Or
1844-7,1844,7,(,Model,=,Camry,NULL,And
1844-8,1844,8,NULL,Engine,=,2GR-FKS,)),And
1844-9,1844,9,(,Vehicle Build Date,<,7/1/2022,NULL,And
1844-10,1844,10,NULL,Vehicle Build Date,>=,3/1/2022,),And
1844-11,1844,11,NULL,Claimed Part Number,LIKE,77020*,NULL,And
1844-12,1844,12,NULL,Issue ID,IS NULL,NULL,NULL,NULL
1843-1,1843,1,NULL,Customer,=,Honda,NULL,And
1843-2,1843,2,NULL,Claimed Part Number,=,76852,NULL,And
1843-3,1843,3,((,Model,=,Civic,NULL,And
1843-4,1843,4,NULL,Model Year,>=,2022,),Or
1843-5,1843,5,(,Model,=,CRV,NULL,And
1843-6,1843,6,NULL,Model Year,>=,2023,)),NULL
1841-1,1841,1,(,Model,=,Wagoneer WS,NULL,And
1841-2,1841,2,NULL,Claimed Part Desc,=,A/C AND HEATER-HOUSING,NULL,And
1841-3,1841,3,(,Dealer Comments,LIKE,*pop out*,NULL,Or
1841-4,1841,4,NULL,Dealer Comments,LIKE,*B11CB-92*,NULL,Or
1841-5,1841,5,NULL,Dealer Comments,LIKE,*peg*,NULL,Or
1841-6,1841,6,NULL,Dealer Comments,LIKE,*pin out*,)),NULL
1839-1,1839,1,(,Customer Category,=,Cluster Inoperable,NULL,Or
1839-2,1839,2,NULL,Customer Category,=,Display issues,NULL,Or
1839-3,1839,3,NULL,Customer Category,=,Display issue- Black screen,NULL,Or
1839-4,1839,4,NULL,Customer Category,=,Display issue- Blank screen,),And
1839-5,1839,5,NULL,Claim Category,=,Replaced meter,NULL,And
1839-6,1839,6,(,Model,=,F150,NULL,Or
1839-7,1839,7,NULL,Model,=,Expedition,),NULL
1838-1,1838,1,NULL,customer,=,Subaru,NULL,And
1838-2,1838,2,NULL,Dealer Comments,LIKE,*B179*,NULL,And
1838-3,1838,3,NULL,Vehicle Build Date,>=,12/01/2019,NULL,And
1838-4,1838,4,NULL,Vehicle Build Date,<=,01/01/2021,NULL,NULL
1837-1,1837,1,NULL,Customer,=,GM,NULL,And
1837-2,1837,2,NULL,Model Year,>=,2021,NULL,And
1837-3,1837,3,NULL,Product Description,=,O2 Sensor,NULL,And
1837-4,1837,4,(,Engine Family,=,GEN 5+,NULL,Or
1837-5,1837,5,NULL,Engine Family,=,GEN 5,NULL,Or
1837-6,1837,6,NULL,Engine Family,=,CSS675T,),And
1837-7,1837,7,(,Engine,=,L84,NULL,Or
1837-8,1837,8,NULL,Engine,=,L87,NULL,Or
1837-9,1837,9,NULL,Engine,=,L8T,NULL,Or
1837-10,1837,10,NULL,Engine,=,L82,NULL,Or
1837-11,1837,11,NULL,Engine,=,LCV,NULL,Or
1837-12,1837,12,NULL,Engine,=,L3B,),And
1837-13,1837,13,NULL,Claim Category,=,DCT P0131,NULL,NULL
1836-1,1836,1,NULL,Customer,=,GM,NULL,And
1836-2,1836,2,NULL,Datalink,LIKE,*Purge*,NULL,And
1836-3,1836,3,(,Issue ID,IS NULL,NULL,NULL,Or
1836-4,1836,4,NULL,Issue ID,=,0,),And
1836-5,1836,5,(,Customer Category,LIKE,*P0496*,NULL,Or
1836-6,1836,6,NULL,Claim Category,LIKE,*P0496*,),NULL
1835-0,1835,0,NULL,Customer,=,GM,NULL,And
1835-1,1835,1,NULL,Datalink,LIKE,*Purge*,NULL,And
1835-2,1835,2,(,Issue ID,IS NULL,NULL,NULL,Or
1835-4,1835,4,NULL,Issue ID,=,0,),And
1835-5,1835,5,(,Claim Category,LIKE,*P0442*,NULL,Or
1835-6,1835,6,NULL,Claim Category,LIKE,*P0455*,NULL,Or
1835-7,1835,7,NULL,Claim Category,LIKE,*Leak*,NULL,Or
1835-8,1835,8,NULL,Customer Category,LIKE,*Leak*,NULL,Or
1835-9,1835,9,NULL,Customer Category,LIKE,*P0442*,NULL,Or
1835-10,1835,10,NULL,Customer Category,LIKE,*P0455*,),NULL
1834-0,1834,0,((,Model Platform,=,DT,NULL,And
1834-1,1834,1,NULL,Model Year,>=,2020,),And
1834-2,1834,2,(,Customer Comments,LIKE,*leak*,NULL,Or
1834-3,1834,3,NULL,Customer Comments,LIKE,*water*,),And
1834-5,1834,5,NULL,Dealer Comments,LIKE,*drain*,),NULL
1833-1,1833,1,(,Customer,=,Toyota,NULL,And
1833-2,1833,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1833-3,1833,3,NULL,Model Year,=,2022,NULL,And
1833-4,1833,4,NULL,Model,=,Tundra,),And
1833-5,1833,5,(,Claimed Part Number,=,894670C040,NULL,Or
1833-6,1833,6,NULL,Claimed Part Number,=,894670C080,),NULL
1832-1,1832,1,(,Model,=,Ram DT,NULL,And
1832-2,1832,2,NULL,Claimed Part Number,=,68430021AA,),And
1832-3,1832,3,(,Customer Comments,LIKE,*leak*,NULL,Or
1832-4,1832,4,NULL,Dealer Comments,LIKE,*leak*,),NULL
1828-1,1828,1,(,Customer,=,Toyota,NULL,And
1828-2,1828,2,NULL,Issue ID,IS NULL,NULL,NULL,And
1828-3,1828,3,NULL,Model Year,=,2022,NULL,And
1828-4,1828,4,NULL,Model,=,Tundra,NULL,And
1828-5,1828,5,NULL,Customer Claim Number,=,871070C070,NULL,And
1828-6,1828,6,NULL,Complaint Code,LIKE,64,),NULL
1826-1,1826,1,NULL,Model Year,>=,2021,NULL,And
1826-2,1826,2,(,Model Platform,=,DJ,NULL,Or
1826-3,1826,3,NULL,Model Platform,=,DP,NULL,Or
1826-4,1826,4,NULL,Model Platform,=,D2,NULL,Or
1826-5,1826,5,NULL,Model Platform,=,DD,),And
1826-6,1826,6,NULL,Product Description,=,Exhaust Gas Temperature Sensor,NULL,And
1826-7,1826,7,(,Dealer Comments,LIKE,*P0545*,NULL,Or
1826-8,1826,8,NULL,Dealer Comments,LIKE,*P0544*,NULL,Or
1826-9,1826,9,NULL,Dealer Comments,LIKE,*P0546*,),NULL
