Issue ID,Owner,Customer,Subject,Status,DN Part ID,Checksheet ID,Major Issue No,Customer Tracking Number,Bulletin Number,DN Design Location,DN Plant ID,Responsibility Category,Progress Updates,Countermeasure,Vehicles Affected,Failure Ratio,DN Share Ratio,Service Contribution Ratio,Activated,SQL Code
2584,Kosuke Tsushima,Toyota,TMNA/TCI_23MY bZ4X/RX - SRS light on - Airbag Satellite Sensor (B009596 etc.),Under Investigation,200,NULL,NA00009842,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2583,Garrett Clampitt,GM,23MY Colorado / Canyon 31XX Blower – Water Ingress,Under Investigation,110,NULL,NA00009819,,,DNBR,DMMI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2582,dsrmowery,Honda,Honda 2019-20MY RDX MOST Network warranty extension,Closed,280,Unknown,NULL,NULL,NULL,DIAM,DMTN-201,TFCD,NULL,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 280) AND  [customer] = 'Honda' And  [Product Description] = 'Infotainment Control Unit' And  [Model] = 'RDX' And ( [Model Year] = 2019 Or  [Model Year] = 2020 )And  [Issue ID] IS NULL And  [Customer Category] = 'Speaker Noise'
2581,Joe McAllister,Stellantis,23MY Stellantis WS Alternator Over Temp DTC,C/M Implemented,183,NULL,NA00009791,NUSWTYCHR23025290,,DNJP,DMTN-101,TFDM,Monitoring claim situation as hotter weather returns.,DNJP modified regulator line & added end of line inspection.,NULL,NULL,NULL,NULL,NULL,NULL
2580,dsrmowery,Honda,Honda 2019-20MY Fuel Pump Recall,Closed,197,Unknown,NULL,NULL,NULL,NULL,NULL,TFDM,NULL,NULL,NULL,NULL,NULL,NULL,Yes,([DN Part ID] = 197) AND  [Product Description] = 'fuel pump module' And  [Issue ID] IS NULL And  [Customer] = 'Honda' And  [Customer Category] = 'FPM Impeller Swell'
2579,,Toyota,TMNA/TCI 21-24MY NX450H+/RAV4 Prime - A/C Not Cool due to Low Pressure Magnetic Valve Stuck(P0EC971),Trend Watching,131,NULL,NA00009784,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2578,Kosuke Tsushima,Toyota,"TMNA/TCI_23MY Corolla, ES - E/G ECU - Ocean2 IC failure (suspect ECU reset during driving)",C/M Implemented,164,NULL,NA00009775,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2577,Joe McAllister,Stellantis,23MY Stellantis Ram HD EGTS MIL ON,Cause Identified,165,NULL,NA00009774,"NMXWTYCHR23008444, NMXENGCHR23039814, NUSWTYCHR23020525",,DNJP,DNJP-Daian,TFCA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2576,Brian Meers,Ford,22-23MY - Ford Multiple Models - MIL on Due to GDI Fuel Pressure Sensor,Closed,274,NULL,NA00009767,,,DNJP,DMAT-FI,TFDM,Root cause was ferrite crack in sensor.  C/M completed in 2024.,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2575,Devon Williams,Toyota,TMNA/TCI 22MY-23MY Tundra Coolant Leak at Reserver Tank,Trend Watching,155,NULL,NA00009757,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2574,dsrmowery,Honda,Honda Recall - Rearview Camera may not display,C/M Implemented,280,Unknown,NULL,NULL,NULL,DIAM,DMTN-203,TFCD,"Honda issued recall for 18-23 Odyssey, 19-23 Pilot, and 19-23 Passport.  RDX issued warranty extension for 19-20MY (applied Rosenberger connection from 21MY).   Root cause indicated as out of spec wire harness female connector",Jumper harness for Most Ring.  C/M harness has new supplier for connector and applies waterproof connector (more secure).  Campaign also indicates to confirm harness routing.,NULL,0.50,0.00,0.00,Yes,"([DN Part ID] = 280) AND  [Customer] = 'Honda' And  [Product Description] = 'Infotainment Control Unit' And (( [Model Year] >= 2018 And  [Vehicle Build Date] <= '06/06/2023' And  [Model] = 'Odyssey' )Or ( [Model Year] >= 2019 And  [Vehicle Build Date] <= '12/12/2022' And  [Model] = 'Pilot' )Or ( [Model Year] >= 2019 And  [Vehicle Build Date] <= '06/05/2023' And  [Model] = 'Passport' ))And ( [Customer Category] = 'Backup Camera' Or  [Customer Category] = 'Speaker Noise' Or  [Customer Category] = 'Blank Display' Or  [Customer Category] = 'Flicker Display' ) "
2573,Joe McAllister,Stellantis,2023 Dodge Durango Air duct/Air cleaner tube Debris,C/M Implemented,182,NULL,NA00009738,,,DNJP,TBDN,TFDM,Close soon.,TBDN subsupplier implemented additional checks.,NULL,NULL,NULL,NULL,NULL,NULL
2572,Kosuke Tsushima,Toyota,TMNA/TCI_Multiple models - SRS ECU - SRS light on during PDI (RoB: X20D0),Trend Watching,199,NULL,NA00009737,,,DNJP,DMTN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2570,Devon Williams,Toyota,TMNA/TCI 23MY Highlander Coolant Leak - Hose and Clamp,Under Investigation,138,NULL,NA00009721,,,DNJP,ASKY-TAC,TFCA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2569,Joe McAllister,Stellantis,Jeep Compass (STLA India) - UK market: alternator investigation request [Field],Closed,183,NULL,NA00009720,,,DNJP,DNJP-Anjo,TFCD,Considered to have vehicle side factor.,None,NULL,NULL,NULL,NULL,NULL,NULL
2568,Yutaro Otsu,Toyota,TMNA/TCI_IS/LC/RC[2UR-FSE]_MIL ON (DTC: P2111),Under Investigation,178,NULL,NA00009708,,,DNJP,DNJP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2567,Chafeek Nehme,GM,GM 23MY Cadillac Lyriq - Service High Voltage Message DTC P1C01 - E-Compressor IPM Cracked,Under Investigation,107,NULL,NA00009707,,,TICO,MACI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2566,dsdjackson,Stellantis,22-23MY J9 Compressor Dropped,Cause Identified,107,Unknown,NULL,NUSMFGCHR2201968,NULL,DIAM,MACI,TFCA,Dropped part issue at STL plant.,None,NULL,NULL,NULL,NULL,No,NULL
2565,dsdjackson,Stellantis,Non-DENSO Compressor,Cause Identified,107,Unknown,NULL,Non-DENSO Compressor,NULL,DIAM,MACI,TFCD,Non-DENSO claims binned to DENSO on WL and JL PN: 68376684AE,NULL,NULL,NULL,NULL,NULL,No,
2564,dsdjackson,Stellantis,22MY RAM DS HVAC Ticking Noise,Closed,114,Unknown,NA00009675,"NUSWTYCHR23017773, NUSWTYCHR23017137",NA00009675,DIAM,DMMI,TFDM,NULL,The doors supplier had made changes in their tooling for cavity A of the male door last year. Supplier parts are to the nominal dimension after 12/21/22.,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 114) AND (( [Model] = 'Ram DS' And  [Model Year] >= 2022 )And ( [Customer Comments] LIKE '%tick%' Or  [Dealer Comments] LIKE '%tick%' )) "
2563,Kosuke Tsushima,TMT,"TMNA/TCI_23MY Yaris for Mexco market, TMT production - No Spanish option on meter TFT",Under Investigation,206,NULL,NA00009706,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2562,Kosuke Tsushima,Toyota,TMNA/TCI_23MY RX500/Crown [T24A 1MHV] Unable to detect P14502A/2F: Fuel tank pressure signal error,Cause Identified,310,NULL,NA00009702,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2561,Kosuke Tsushima,Toyota,"TMNA/TCI_23MY bZ4X/RZ Radiant heater inop (B13A296, B13A396)",Trend Watching,NULL,NULL,NA00009694,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2560,Andrew Prete,Honda,23MY RDX TXV - A/C Leak,Closed,131,NULL,NA00009686,,,,Other-Non-DENSO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 131) AND  [Customer] = 'Honda' And ( [Model Code] = 'RDX' Or  [Model Code] = 'TLX' )And  [Claimed Part Number] = '80220' And ( [Model Year] = 2023 Or  [Model Year] = 2024 )And  [Vehicle Build Date] <= '10/9/2023'  "
2558,Yuhi Sasaki,GM,GM 22-23MY T1xx Light Duty - Compressor Seizure,Under Investigation,107,NULL,NA00009648,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2557,Yuhi Sasaki,GM,23MY GM Lyriq (L233) - Service High Voltage Message with DTC P1C01 (E-Compressor),Trend Watching,107,NULL,NA00009572,,,TICO,MACI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2556,DSDRETTA,NULL,22-23MY GM multiple Vehicle Wiper Blade  - Poor Wipe,Investigating,224,Unknown,NULL,NULL,NULL,DNJP,DMCN,TBD,This issue relatred to wiper blade poor wiping complaint,"Rubber location change from Thai to Japan
Arm reduction for CTS",NULL,NULL,NULL,0.50,Yes,([DN Part ID] = 224) AND  [Customer] = 'GM' And  [Datalink] LIKE '%wiper blade%' And  [Claim Category] = 'Poor Wipe Quality' And  [Issue ID] IS NULL
2555,Pat Macatula,Ford,"20-23MY Ford Gen 1 Phone-as-a-Key R16 DTCs (B1589-B1594, B1597, B15A5, B1A56, B1D55)",Under Investigation,307,NULL,NA00009656,,,DIAM,DMTN-203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2554,Devon Williams,Toyota,[TMNA/TCI] 23MY Multiple Models No Start/MIL On - GDI Pump,Under Investigation,243,NULL,NA00009645,,,DNJP,DMAT-FI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2553,Ryan Mowery,Honda,[HONDA] 2022MY Honda HRV SRS ECU DTC 2801 RRS internal fault,Closed,199,NULL,NA00009619,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2552,Andrew Prete,Honda,23MY Pilot Radiator Tube Damage,Closed,144,NULL,NA00009607,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2551,dsdjackson,Stellantis,23MY Wagoneer (WS) & RAM (DT) Actuator ISD,C/M Implemented,108,Unknown,NULL,NULL,NULL,DIAM,DMMI,TFCA,n=1 23MY with damage to actuator due to Stellantis plant install process,NULL,NULL,NULL,NULL,NULL,No,NULL
2550,dsdjackson,Stellantis,23MY Jeep (JL) Compressor Noise,Investigating,107,Unknown,NULL,NULL,NULL,DIAM,MACI,NTF,n=2 claims for compressor noise,NULL,NULL,NULL,NULL,NULL,Yes,"([DN Part ID] = 107) AND  [Model] = 'Wrangler JL' And  [Product Description] = 'Compressor' And  [Customer Comments] LIKE '%nois%'  "
2549,dsdjackson,Stellantis,23MY RAM (DT) HVAC Case - Wrong HVAC Installed,Closed,114,Unknown,NULL,Wrong HVAC Installed,NULL,DIAM,DMMI,TFCA,Vehicle had wrong HVAC installed causing incorrect temperature operation on passenger side,NULL,NULL,NULL,NULL,NULL,No,NULL
2548,dsdjackson,Stellantis,23MY RAM (DT) Engine Overheat,Closed,144,Unknown,NULL,NULL,NULL,DIAM,DMMI,TBD,n=2 radiators found with filler neck and inlet port plastic melted,NULL,NULL,NULL,NULL,NULL,No,NULL
2547,Devon Williams,Toyota,22MY Corolla Cross No Start - Sender Float Arm Fell Off In Tank,Trend Watching,196,NULL,NA00009643,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2546,Devon Williams,Toyota,[TMNA/TCI] 22MY-23MY Tundra HVAC Rear Console Vents Whitsle Noise,Trend Watching,114,NULL,NA00009642,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2545,Yutaro Otsu,Toyota,TMNA/TCI 22MY RAV4 - Loose HVAC drain hose (Post C/M),Trend Watching,117,NULL,NA00009640,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2544,David Sumner,Subaru,23MY Ascent Mono Camera ECU Reset/Internal Failure,Closed,248,NULL,NA00009612,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2543,Andrew Prete,Honda,23MY CRV CMP Sensor,Closed,161,NULL,NA00009608,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2542,Andrew Prete,Honda,MDX/RDX Rear Differential Pressure Solenoid Corrosion Post-C/M Claims,Closed,163,NULL,NA00009547,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2541,Ryan Mowery,Honda,[HONDA] 2022 Honda Pilot VSSV DTC P0455/P0456,Closed,298,NULL,NA00009449,,,,DNMX-G,TFCD,"Honda confirmed fuel filler neck for Pilot, Ridgeline, Passport, Odyssey, and Civic with Honda manufacturing month January - November 2022",Countermeasures applied to fuel filler neck supplier.  Details have not been shared to DIAM,NULL,NULL,0.00,NULL,Yes,"([DN Part ID] = 298) AND  [Customer] = 'Honda' And ( [Model] = 'Pilot' Or  [Model] = 'Passport' Or  [Model] = 'Odyssey' Or  [Model] = 'Ridgeline' Or  [Model] = 'Civic' )And ( [Product Description] = 'Evap Canister Vent Shut Valve' Or  [Product Description] = 'purge valve' )And  [Vehicle Build Date] >= '01/01/2022' And  [Vehicle Build Date] < '12/01/2022' And  [Customer Category] = 'Evap Leak DTC'  "
2540,,Honda,Honda Accord Combination Meter flicker display / no speedometer,Closed,206,NULL,NA00006806,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2539,Phong Bui,Honda,15MY Honda Accord MVB Solenoid Coil Winding Disturbance Post-C/M Defect,Closed,239,NULL,NA00006300,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2538,,Honda,Honda Accord Combi Meter LVDS flickering display,Closed,206,NULL,NA00005885,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2537,,Honda,Honda Accord flickering LVDS display,Closed,206,NULL,NA00005861,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2536,,Honda,Honda Accord Fuel Pump Module NG sender gage reading at F-stop,Closed,196,NULL,NA00005834,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2535,,Honda,Acura MDX Wiper Assembly not operating at all speeds,Closed,226,NULL,NA00005833,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2534,,Honda,Honda CR-V HVAC inop blower function,Closed,110,NULL,NA00005832,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2533,,Honda,Acura TLX HVAC broken DR side servo lever,Closed,114,NULL,NA00005630,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2532,,Honda,<Major Issue>:ACURA:  TLX HVAC broken damper shaft,Closed,116,NULL,NA00005627,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2531,,Honda,"Honda Pilot, MDX, Ridgeline Radiator (ECM) Mixed Material",Closed,144,NULL,NA00005471,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2530,,Honda,[HONDA] 15M CR-V Speedometer Not Working,Closed,206,NULL,NA00004772,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2529,,Honda,[HONDA] 13-15M AP4 VTC Actuator Noise - Cold Region Trend,Closed,180,NULL,NA00004599,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2528,,Honda,HONDA:  Radiator Final Assembly ... Unapproved Change,Closed,144,NULL,NA00004571,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2527,Chris Jones,Honda,ACURA: 11MY TL ALTERNATOR IN-OP (SMOKING),Closed,183,NULL,NA00004329,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2526,,Honda,HONDA:  15MY Odyssey Fuel Pump Seized (Kuwait Market),Closed,233,NULL,NA00004243,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2525,Chris Jones,Honda,HONDA:  15MY TLX Stator NG Thermal Fuse Caulking,Closed,183,NULL,NA00004203,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2524,Chris Jones,Honda,HONDA: 15MY CR-V (MAPS) Died While Driving,Closed,171,NULL,NA00004182,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2523,,Honda,[HONDA] 15M Accord High Fuel Rail Pressure (P0088),Closed,270,NULL,NA00003943,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2522,,Honda,[HONDA] 15M Accord/CR-V LL-CVT Main Valve Body (Various Driveability Issues),Closed,299,NULL,NA00003942,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2521,,Honda,"HONDA:  10MY Accord FSU - ""Died While Driving""",Closed,239,NULL,NA00003876,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2520,,Honda,HONDA 15M CR-V DI Fuel Injector Leak - Weld Void,Closed,241,NULL,NA00003810,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2519,,Honda,HONDA:  14MY Accord Hybrid (Condenser Pipe) AC Not Working,Closed,129,NULL,NA00003698,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2518,,Honda,HONDA: 15MY Pilot (Fuel Pump) Loose Choke Coil Wire,Closed,233,NULL,NA00003697,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2517,Chris Jones,Honda,12MY Honda: Fuel Pump Module (Odyssey died while driving),Closed,197,NULL,NA00003372,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2516,Chris Jones,Honda,HONDA: 13MY Accord Fuel Pump-Cut Start Wire,Closed,233,NULL,NA00003355,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2515,Chris Jones,Honda,HONDA: 12MY Civic (HMIN)-A/F Ratio(LAF) Sensor-EmissionsLight ON,Closed,160,NULL,NA00003302,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2514,,Honda,13M Honda Accord Compressor Rotor Bearing Water Intrusion,Closed,107,NULL,NA00003295,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2513,,Honda,14M Acura MDX High Pressure Fuel Pump Chirp Noise,Closed,243,NULL,NA00003246,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2512,,Honda,HONDA: 13MY-14MY Honda CR-V - VTC-Actuator - Rattle during cold startup,Closed,108,NULL,NA00003156,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2511,Chris Jones,Honda,HONDA: 13MY Honda Accord & 13MY Honda CR-V - Air Fuel Meter (AFM) -  Causing Stall Condition,Closed,172,NULL,NA00003082,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2510,Chris Jones,Honda,HONDA: 13MY Accord & 13MY CR-V - Fuel Pump - Chemical ingress causing Fuel,Closed,233,NULL,NA00003080,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2509,Chris Jones,Honda,HONDA: 14MY Acura MDX - Combination Meter - Battery Light ON - Software Programming Issue,Closed,206,NULL,NA00003071,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2508,,Honda,HONDA: 13MY-14MY Acura RDX - Purge Control Valves - Leak somewhere in EVAP system,Closed,188,NULL,NA00003054,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2507,Chris Jones,Honda,"HONDA:  11MY Accord - Alternator - Engine light came on, then car stalled",Closed,183,NULL,NA00002897,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2506,,Honda,HONDA:  13MY Accord - Compressor - Rumbling Noise (within spec) when Compressor is active,Closed,107,NULL,NA00002886,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2505,,Honda,HONDA:  12MY Pilot & Odyssey - Alternator- Loud Noise due to Bearing Grease Degradation,Closed,183,NULL,NA00002701,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2504,,Honda,HONDA:  13MY CR-V and 12MY Accord - Cover Sensor - Micronas Hall Effect Sensor IC Failures,Closed,178,NULL,NA00002471,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2503,,Honda,HONDA:  05MY-10MY Odyssey Fuel Pump Module Flange Leak due to Acid Attack,Closed,197,NULL,NA00002263,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2502,Chris Jones,Honda,HONDA: 13MY Honda Accord-Cooling fan motor cold start noise,Closed,151,NULL,NA00002200,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2501,,Honda,HONDA: 10MY Honda Accord - Fuel Injector Leaking Fuel,Closed,241,NULL,NA00001961,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2500,,Toyota,TMS/TCI_EX(SQ 7/1) IS-F Cooling Fan Motor make noise/ Fan drop due to Bolts loose,Closed,147,NULL,NAZ1003141,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2499,Yuuki Asano,Toyota,(Monitor)TMNA/TCI_23MY Highlander/RX(T24A-FTS) - Fuel leak at DI rail pressure sensor,Service Campaign,274,NULL,NA00009602,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2498,Yutaro Otsu,Toyota,TMNA/TCI 23MY Camry HV – EVAP denominator not counting up (Engine ECU software),Cause Identified,164,NULL,NA00009601,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2497,Joe McAllister,Stellantis,2019 VF Starter Replacements Increasing Trend,Closed,184,NULL,NA00009599,,,DNJP,DNJP-Anjo,TFCD,Amazon fleet customer with 150k mile warranty.,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2496,Yuuki Asano,Toyota,TMNA/TCI - 23MY Highlander/RX/NX(T24AFTS) - MiL-ON w/DTC P05CE00,Trend Watching,180,NULL,NA00009594,,,DNJP,HDMX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2495,Kosuke Tsushima,Toyota,TMNA/TCI_22MY Tundra Cranks and No Start - Primary timing chain (Monitor),Trend Watching,180,NULL,NA00009592,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2494,Brian Meers,Ford,22-23MY Ford Multiple Models - Engine Misfire Due to Direct Injector Needle DLC Peeling,Closed,241,NULL,NA00009591,,,DNJP,DMAT-FI,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2493,Devon Williams,Toyota,TMNA/TCI 23MY Multiple Models Engines A25A and M20A - MIL On GDI Injector,Under Investigation,241,NULL,NA00009585,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2492,Yuuki Asano,Toyota,TMNA/TCI - 23MY Corolla - Combination meter Inop/Blank,Under Investigation,206,NULL,NA00009580,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2491,Yuhi Sasaki,Toyota,TMNA/TCI 21-22MY RAV4 Prime - A/C Compressor Buzzing Noise (Post C/M),Trend Watching,107,NULL,NA00009579,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2490,Kosuke Tsushima,Toyota,TMNA/TCI_23MY Sequoia Meter Blank Screen,Trend Watching,206,NULL,NA00009575,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2489,Stephen Mandzak,Subaru,(0-mile) Subaru Impreza GDI Injector Misfire,Closed,241,NULL,NA00006664,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2488,Kento Shibata,Toyota,GSP2 Field Concerns,Closed,248,NULL,NA00006652,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2487,,Honda,Honda Pilot Combimeter with NG Center Display,Closed,206,NULL,NA00006548,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2486,,Honda,Honda Odyssey / Pilot / Insight SRS ECU - NG due to damaged trace,Closed,199,NULL,NA00006542,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2485,,GM,GM Chevrolet Traverse C1YC - Passenger Arm & Blade Assy Wrong Wiper Blade Length,Closed,224,NULL,NA00006304,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2484,,Honda,Honda Odyssey Combimeter with NG Display (GDC Issue),Closed,206,NULL,NA00006161,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2483,Phong Bui,Honda,Honda: 10MY Odyssey - ACG Thermal Damage,Closed,183,NULL,NA00006153,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2482,,Honda,FCB Inop (No backup camera) due to improper reflash,Closed,239,NULL,NA00005931,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2481,Joe McAllister,Stellantis,FCA L Wiper Motor Gear Strip,Cause Identified,226,NULL,NA00005763,,,DNJP,DMNC,TFCD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2480,,Honda,Odyssey Meter Blank NAVI Screen (MOST Contamination),Closed,276,NULL,NA00005736,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2479,,Honda,TG7 Wiper Arm Support Cracked (FMVSS Violation),Closed,124,NULL,NA00005664,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2478,,Honda,Wiper motor / link broken holder,Closed,124,NULL,NA00005628,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2477,,GM,GM E2XX Heater Core Smell,Closed,123,NULL,NA00005621,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2476,Phong Bui,Honda,Honda - 14MY Pilot - A/C Compressor - Missing Clutch and Bolt,Closed,107,NULL,NA00005505,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2475,,Toyota,Toyota/Honda [0 mileage] (ELCM) Open circuit - Broken wire,Closed,187,NULL,NA00005435,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2474,,Toyota,Toyota [0 mileage] (Alternator) loose bolt - B+ sensing terminal,Closed,183,NULL,NA00005434,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2473,,Toyota,"05/06MY Sequoia, Land Cruiser Courtain Shield Airbag deployed after Campaign G0C",Closed,199,NULL,NA00005377,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2472,,GM,GM Duramax Diesel High Pressure Pump Issues,Closed,193,NULL,NA00005290,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2471,,Toyota,Toyota [0 mileage] (UC Injector) Open stuck/Low flow rate,Closed,241,NULL,NA00005233,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2470,,Honda,Acura RDX Combi Meter inaccurate speedo reading,Closed,206,NULL,NA00005178,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2469,,Subaru,Subaru [0 mileage] (Fuel Delivery Module) vehicle no start,Closed,197,NULL,NA00005173,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2468,Alex Dengate,GM,15MY GM (LKW) [Purge Valve] Abnormal Wear to Moving Core,Closed,188,NULL,NA00005164,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2467,,GM,GM DMAX G4S Injector - Contamination,Closed,194,NULL,NA00005147,,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
